,state,week_of_year,pop_count_2019,percent_age65over,percent_female,percent_white,percent_black,cases_cum,cases_cum_rate_100K,cases_count_pos,cases_rate_100K
1453,New York,17,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,1893096,9731.359723805837,46173.0,237.34986103572504
1454,New York,18,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2165499,11131.63291800406,28919.0,148.65658786070068
1455,New York,19,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2328332,11968.667330366918,18824.0,96.76377502298938
1456,New York,20,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2439116,12538.146614905107,14380.0,73.91962839091516
1457,New York,21,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2528665,12998.468506614288,11309.0,58.13331554053266
1458,New York,22,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2600808,13369.315777198839,9229.0,47.44118570373825
1459,New York,23,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2659302,13670.001086176457,7304.0,37.545825157666506
1460,New York,24,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2700474,13881.643571580544,5217.0,26.81771219161366
1461,New York,25,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2734583,14056.979079562861,4606.0,23.676899052055298
1462,New York,26,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2766644,14221.786952013568,4591.0,23.599792346501495
1463,New York,27,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2797907,14382.492747728807,4529.0,23.281084630212433
1464,New York,28,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2830216,14548.575451044671,4581.0,23.548387876132296
1465,New York,29,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2865797,14731.477697065337,5112.0,26.27796525273702
1466,New York,30,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2900440,14909.558203765366,4928.0,25.332122997943667
1467,New York,31,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2933238,15078.154585682283,4565.0,23.466140723541567
1468,New York,32,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2965382,15243.389115237049,4560.0,23.440438488356968
1469,New York,33,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2997055,15406.20249423743,4658.0,23.944202297975163
1470,New York,34,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,3027954,15565.037167231234,4236.0,21.77493364839476
1471,New York,35,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,3057716,15718.027151944058,4369.0,22.45861310430517
1472,New York,36,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,3092920,15898.991449431802,5395.0,27.73271176418549
1473,New York,37,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,3127494,16076.71726528629,4846.0,24.910606340916196
1474,New York,38,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,3164255,16265.685238810518,5540.0,28.47807658453894
1475,New York,39,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,3203564,16467.751071384824,5728.0,29.44448062747998
1476,New York,40,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,3255402,16734.2215648847,8967.0,46.094388580065115
1477,New York,41,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,3323010,17081.756908156814,9706.0,49.89317894034927
1478,New York,42,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,3390767,17430.058178037427,10003.0,51.41989171031463
1479,New York,43,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,3464629,17809.741877078442,11185.0,57.495900107954526
1480,New York,44,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,3554985,18274.21210954642,14281.0,73.41072413426005
